553c00f148e594aaebc3063bbea70213b640cd3d,Eurekahah,11 hours ago,1. 调整路由位置
d48cb8ff44f9170240d06d99e0c4d10f43ebd6b3,Eurekahah,12 hours ago,1. 增加私信的接口
8ce62ba07d0ef2897b63f35bb51eaedee17f8fb1,Eurekahah,13 hours ago,1. 修改消息列表的样式
c5aa6141e32c5f33a69c1eb45d38321d72f8a8ce,Eurekahah,13 hours ago,1. 修改聊天自己的头像 2. 删除陈旧代码 3. 修改路由缓存
a6f39a2e96172a6afefbd346394e7ebaffb2e4e4,Eurekahah,13 hours ago,1. 修改活跃度类型
9e2a8808d3e97001d5e923ee14feb28360b516e4,Eurekahah,14 hours ago,1. 修改冒泡 2. 修稿广告样式 3. 修改社区路由
2a1c8780e065648a4bdf23fe2fb763fa1606cbdf,Eurekahah,14 hours ago,1. 删除无用文件
88129a17a1d51419e56597230a12f277aa24ad6e,Eurekahah,14 hours ago,1. 删除无用文件
daca7991a28646e3ebbeb734f7a00cf228df9a65,Eurekahah,15 hours ago,1. 修改事件冒泡 2. 帖子回复获取优化
625c9fdb2d1079865bd99762e75529eba02bb1d4,Eurekahah,15 hours ago,1. 修改bug
13f90a92731d94e6d79e4a091c43db1c4a7b19db,Eurekahah,16 hours ago,修改了时间排序显示
5ec93ed9ebeef09e95bce42720380ad4038b6c77,Eurekahah,16 hours ago,1. 更新问答区关注按钮的显示
e585a0310fb09a039da0a4055134a5613c34207d,Eurekahah,17 hours ago,1. 更新实名认证 2. 更新Personal.vue 3. 更新account.ts
27b5c078e2e7314fd474d857f0f1e5253e4bdc64,Eurekahah,17 hours ago,1. 更新gitignore
c2565a79d34ae187f1fd245fe1cf2bd0f0bbf3e4,Eurekahah,17 hours ago,Merge remote-tracking branch 'origin/hjx-dev' into hjx-dev
60fe2eb9d39ab20c4e0ae19eed14d1415406fd80,Eurekahah,17 hours ago,1. 删除不必要的日志打印
aad77f4539aee5d651af16e3faf82d04305e6230,Eurekahah,18 hours ago,1. 删除不必要的日志打印
d54021912699bf7c91cf7c86057afdf48824d62b,Eurekahah,35 hours ago,Merge branch 'hjx-dev' of https://github.com/LucasFrancis23213/DatabaseCourseDesign into hjx-dev
2d8bb863508adbde9a428b2ca703264765d044f0,Eurekahah,35 hours ago,1. 修正若干bug
301bf1e116dae4e78e7ad7b5dccbe8005f660fd5,Eurekahah,35 hours ago,1. 转移vip充值UI位置
1f5d84f076c4c4909f8357013101efb5c8709390,Eurekahah,2 days ago,1. 修正头像显示
478fdb1c632ad15aef6b0a74184d16304179400d,Eurekahah,2 days ago,1. 删除调试信息 2. 修改头像显示 3. 删除测试路由
b1c84fbc19aab814c095b3c040f174c714a8d1c7,Eurekahah,2 days ago,1. 补足关注按钮
c04725093a814c19dfd3a6c6419cb0a8be05bc44,Eurekahah,2 days ago,Merge branch 'lcb-dev' into hjx-dev
52f1092c58b59b9d56cf7305ffa260eb700344fc,Eurekahah,2 days ago,Merge branch 'LiTong' into hjx-dev
d3a0adbb9eb4530c2a8d5488f2055874c8f68476,Eurekahah,2 days ago,1. 新增vip充值扫码机制 2. 新增vip充值确认机制 3. 修正路由的登录保护机制
e006677397e1d4fffe7f6f55decc47f9db3498b7,Eurekahah,2 days ago,1. 新增vip充值扫码机制 2. 新增vip充值确认机制 3. 修正路由的登录保护机制
875280ce0b4b47f1a9a116b17a420c5b35514b93,Eurekahah,3 days ago,修正vip充值界面
13b62ca92c6f67202cc5b2749b05e507414a4b05,Eurekahah,3 days ago,修改id 的bug
f0296f0e29f9264bc327beb3f0f3ea8a5ac1bf36,Eurekahah,5 days ago,删除文档信息
431524859200d6f1a5a369c2d3a16db8415f693a,Eurekahah,5 days ago,删除文档信息
3ef22a81b696274fbcbb6602ede21fe5844f61e2,Eurekahah,6 days ago,1. 美化广告列表展现界面 2. 美化关注和粉丝界面
71bd83b9bbbb63464a01e5bcb06a929e64607a16,Eurekahah,7 days ago,1. 修正消息发送的已读更新机制
0be64cb774634f2ccbe4bc7bd43ff94de84bfd04,Eurekahah,7 days ago,Merge branch 'LiZiHao' into hjx-dev
d804926685c98d94ebfc2eeb5eb75caa98d9c18e,Eurekahah,7 days ago,Merge branch 'HanJingXiao' into hjx-dev
959d0068bce2515b4eefcb5da6f07a53aea351b6,Eurekahah,7 days ago,1. 修正广告和vip时间的数据限制 2. 修正系统消息发送的时间数据bug
85821159d03931e6ef364be25269128e65183123,Eurekahah,7 days ago,1. 修正实时聊天
151b26a6c3bff18739a67b7ae85b21266ddb0892,Eurekahah,7 days ago,1. 提交开发日志 2. 合并小组代码
e4c861858e3ac12656256dc99b6b5d5c8686ae2c,Eurekahah,7 days ago,Merge branch 'LiZiHao' into hjx-dev
2cacac71fe1a8161709a4d7f837fd6ac1796ad94,Eurekahah,7 days ago,Merge branch 'HanJingXiao' into hjx-dev
